,combination,scenario,alg,condensator_pump_blown,water_pump_blown,action_wrapper,obs_wrapper,automation_wrapper,cum_reward,criticality_score,total_timesteps,full_path,result_wo_npp_automation,result_w_npp_automation,result_wo_npp_automation_criticality,result_w_npp_automation_criticality,result_wo_npp_automation_timesteps,result_w_npp_automation_timesteps,episode_length_1000_condensator_pump_blown,episode_length_1000_water_pump_blown,episode_length_1000,episode_length_1000_criticality,episode_length_1000_timesteps,ObservationVariesPositiveNoiseWrapper,ObservationVariesPositiveNoiseWrapper_criticality,ObservationVariesPositiveNoiseWrapper_timesteps,ObservationVariesNegativeNoiseWrapper,ObservationVariesNegativeNoiseWrapper_criticality,ObservationVariesNegativeNoiseWrapper_timesteps,ObservationVariesNoiseWrapper1,ObservationVariesNoiseWrapper1_criticality,ObservationVariesNoiseWrapper1_timesteps,DelayNoiseWrapperOption1,DelayNoiseWrapperOption1_criticality,DelayNoiseWrapperOption1_timesteps,DelayNoiseWrapperOption2,DelayNoiseWrapperOption2_criticality,DelayNoiseWrapperOption2_timesteps,create_starting_state_option1,create_starting_state_option1_criticality,create_starting_state_option1_timesteps,create_starting_state_option2a,create_starting_state_option2a_criticality,create_starting_state_option2a_timesteps,create_starting_state_option2b,create_starting_state_option2b_criticality,create_starting_state_option2b_timesteps,create_starting_state_option2c,create_starting_state_option2c_criticality,create_starting_state_option2c_timesteps,create_starting_state_option3,create_starting_state_option3_criticality,create_starting_state_option3_timesteps
27,src/main/rl/models/scenario2/training_04_06/scenario2_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_None_RewardOption2Wrapper_PPO_training_04_06,src.main.rl.envs.scenario2:Scenario2,<class 'stable_baselines3.ppo.ppo.PPO'>,False,False,ActionSpaceOption3Wrapper,ObservationOption5Wrapper,,164.0244,220.3420077714169,250,src/main/rl/models/scenario2/training_04_06/scenario2_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_8,,173.35443115234375,,221.5103402099683,,250,False,False,782.2399,865.1329638584235,1000,162.1887,223.96252302294081,250,166.0829,215.946234610551,250,164.09438,220.29540391289663,250,165.77136,219.63363684351157,250,164.88437,220.23233257345186,250,195.56012,222.32665651909977,250,179.55864,207.57783517361023,250,195.65019,218.5121999248534,250,199.46886,215.16268202578522,250,169.81984,188.61873171196038,250
28,src/main/rl/models/scenario2/training_04_06/scenario2_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_None_RewardOption2Wrapper_PPO_training_04_06,src.main.rl.envs.scenario2:Scenario2,<class 'stable_baselines3.ppo.ppo.PPO'>,False,False,ActionSpaceOption3Wrapper,ObservationOption5Wrapper,,161.47,223.89378553550688,250,src/main/rl/models/scenario2/training_04_06/scenario2_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_9,,170.4214630126953,,226.49778836383425,,250,False,False,764.1513,891.9911298306841,1000,153.49721,230.9240632216428,250,170.10574,214.0983103771534,250,161.60858,223.7945787518914,250,162.78857,223.37641268510467,250,162.5514,223.60671995979325,250,191.72574,228.3017917430896,250,178.02853,222.4630293887698,250,191.52711,225.17335152604892,250,196.4014,219.4688103131055,250,165.1129,194.89579028259985,250
29,src/main/rl/models/scenario2/training_04_06/scenario2_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_None_RewardOption2Wrapper_PPO_training_04_06,src.main.rl.envs.scenario2:Scenario2,<class 'stable_baselines3.ppo.ppo.PPO'>,False,False,ActionSpaceOption3Wrapper,ObservationOption5Wrapper,,178.5185,229.91362843524868,250,src/main/rl/models/scenario2/training_04_06/scenario2_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_10,,183.41419982910156,,236.62300022498394,,250,False,False,820.50635,949.8206932779208,1000,174.85728,230.86732921807402,250,181.9585,226.1236919729646,250,178.73274,229.83944698760274,250,179.2442,230.12358585158435,250,179.29698,229.80267502686527,250,208.05704,240.22246302477598,250,193.87543,231.64572915632883,250,206.26256,237.15795943910885,250,206.02965,232.3586542098311,250,183.34563,197.08505332936974,250
30,src/main/rl/models/scenario2/training_04_06/scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,src.main.rl.envs.scenario2:Scenario2,<class 'stable_baselines3.ppo.ppo.PPO'>,False,False,ActionSpaceOption3Wrapper,ObservationOption4Wrapper,NPPAutomationWrapper,204.12563,193.4191589923228,250,src/main/rl/models/scenario2/training_04_06/scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_1,198.7571258544922,,204.37690072750684,,250,,False,False,936.3831,742.4363092621601,1000,203.57295,178.68200007320496,250,204.12276,234.16611601877352,250,204.06248,192.2654644826843,250,205.41652,187.89356943811794,250,203.86362,200.02282202292832,250,231.87933,192.22343953251863,250,209.08186,184.8633275852963,250,232.24013,189.03915985279767,250,229.46062,181.3552212003083,250,189.16861,178.90260895025057,250
31,src/main/rl/models/scenario2/training_04_06/scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,src.main.rl.envs.scenario2:Scenario2,<class 'stable_baselines3.ppo.ppo.PPO'>,False,False,ActionSpaceOption3Wrapper,ObservationOption4Wrapper,NPPAutomationWrapper,200.75659,235.963965748235,250,src/main/rl/models/scenario2/training_04_06/scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_2,10.407142639160156,,34.71188594929237,,45,,False,False,886.1627,950.3118876374397,1000,200.46947,232.46797310007744,250,49.043503,78.63618406512471,91,200.70744,236.48864623252558,250,199.80966,238.19766726566513,250,200.83707,237.1188073723116,250,229.39188,239.62689004668945,250,30.314285,55.602217843398456,64,218.0225,240.38421711386545,250,50.239285,54.43231826223073,64,203.45001,202.4080512611068,250
32,src/main/rl/models/scenario2/training_04_06/scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,src.main.rl.envs.scenario2:Scenario2,<class 'stable_baselines3.ppo.ppo.PPO'>,False,False,ActionSpaceOption3Wrapper,ObservationOption4Wrapper,NPPAutomationWrapper,204.57138,190.0955181713953,250,src/main/rl/models/scenario2/training_04_06/scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_3,193.9070587158203,,191.02505769214721,,250,,False,False,939.52014,707.0544121172055,1000,200.69194,185.53030074078157,250,197.2429,204.04014004725136,250,204.76991,190.60395829553062,250,206.0073,189.43239664227022,250,205.64337,189.89988277507632,250,233.0537,185.27862800854808,250,29.998571,50.296456455735495,64,232.25201,182.0745729251332,250,224.99623,187.07215100927178,250,200.96231,167.64582946759688,250
33,src/main/rl/models/scenario2/training_04_06/scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,src.main.rl.envs.scenario2:Scenario2,<class 'stable_baselines3.ppo.ppo.PPO'>,False,False,ActionSpaceOption3Wrapper,ObservationOption4Wrapper,NPPAutomationWrapper,205.69485,237.43900880779498,250,src/main/rl/models/scenario2/training_04_06/scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_4,202.28004455566406,,221.78441848142012,,250,,False,False,944.95264,964.3544001904554,1000,200.76715,235.46679846977833,250,202.69043,238.0588582244572,250,205.85626,237.39712984779626,250,206.8283,237.57201136209758,250,206.80672,237.05387772440181,250,235.78339,242.25233402953637,250,209.72533,235.80272449259542,250,236.04797,239.20528426491657,250,231.4227,238.7388307060232,250,189.57426,195.3970600457664,250
34,src/main/rl/models/scenario2/training_04_06/scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,src.main.rl.envs.scenario2:Scenario2,<class 'stable_baselines3.ppo.ppo.PPO'>,False,False,ActionSpaceOption3Wrapper,ObservationOption4Wrapper,NPPAutomationWrapper,196.92442,218.2603948356331,250,src/main/rl/models/scenario2/training_04_06/scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_5,61.21000671386719,,82.75038959905747,,104,,False,False,881.34644,842.4654067490047,1000,189.34714,223.04881976074492,250,165.16595,199.68243113858244,208,197.02582,217.22856352023786,250,195.68713,215.95142725025087,250,196.32594,215.355973208984,250,223.64304,218.54893228861008,250,203.12338,218.2968835959755,250,220.48141,214.32854073241072,250,221.39592,216.0327344406476,250,183.0471,195.6743846042215,250
35,src/main/rl/models/scenario2/training_04_06/scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,src.main.rl.envs.scenario2:Scenario2,<class 'stable_baselines3.ppo.ppo.PPO'>,False,False,ActionSpaceOption3Wrapper,ObservationOption4Wrapper,NPPAutomationWrapper,203.42072,201.67880706812628,250,src/main/rl/models/scenario2/training_04_06/scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_6,22.46714210510254,,49.677364860149396,,62,,False,False,933.83575,749.1769984383245,1000,193.59001,215.2103747073819,250,194.76848,234.0235694671843,250,203.42088,201.71656377990084,250,203.91443,200.41133149784957,250,205.07787,195.89852219316845,250,225.11972,227.00766467913945,250,208.60779,197.523481567179,250,226.9993,210.5648053223592,250,226.6629,198.25309252365665,250,188.55574,185.65671662883088,250
36,src/main/rl/models/scenario2/training_04_06/scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,src.main.rl.envs.scenario2:Scenario2,<class 'stable_baselines3.ppo.ppo.PPO'>,False,False,ActionSpaceOption3Wrapper,ObservationOption4Wrapper,NPPAutomationWrapper,202.22914,227.42741533858512,250,src/main/rl/models/scenario2/training_04_06/scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_7,7.7442851066589355,,31.147142439501845,,40,,False,False,890.71533,865.5397850083021,1000,56.120003,85.20268161228542,99,200.46556,226.15072482694512,250,202.22914,227.42741533858512,250,200.24829,224.27977205391028,250,203.19107,229.0448922698928,250,228.6937,228.48764664049685,250,206.20024,225.27134483049332,250,222.89157,216.57949885844337,250,226.47816,221.74921802313514,250,108.537834,188.32038858269678,250
37,src/main/rl/models/scenario2/training_04_06/scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,src.main.rl.envs.scenario2:Scenario2,<class 'stable_baselines3.ppo.ppo.PPO'>,False,False,ActionSpaceOption3Wrapper,ObservationOption4Wrapper,NPPAutomationWrapper,205.14313,223.76454625643328,250,src/main/rl/models/scenario2/training_04_06/scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_8,193.8517303466797,,216.702086796406,,250,,False,False,939.88324,881.2235494186009,1000,203.00963,211.09371484295897,250,205.91365,238.51592185367278,250,204.98508,221.7587518179112,250,206.6098,223.26550294485182,250,206.68298,221.71513775288273,250,234.44188,223.30094685632272,250,210.62852,217.90430603211922,250,233.65,224.18046248717795,250,225.62505,219.2277895744152,250,195.24147,182.34727255299669,250
38,src/main/rl/models/scenario2/training_04_06/scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,src.main.rl.envs.scenario2:Scenario2,<class 'stable_baselines3.ppo.ppo.PPO'>,False,False,ActionSpaceOption3Wrapper,ObservationOption4Wrapper,NPPAutomationWrapper,203.29988,187.3136654018651,250,src/main/rl/models/scenario2/training_04_06/scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_9,193.48329162597656,,198.14080794707922,,250,,False,False,938.3503,688.0778847309388,1000,196.38708,193.70641788087457,250,201.59863,214.3095034032516,250,202.02498,189.82027567956385,250,205.04727,185.02743875769804,250,205.16559,185.37608536501477,250,232.23582,186.76734340441,250,210.6891,186.25478967694087,250,233.12169,177.04377786410228,250,226.99039,188.65085237150595,250,187.2614,177.17800844864257,250
39,src/main/rl/models/scenario2/training_04_06/scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,src.main.rl.envs.scenario2:Scenario2,<class 'stable_baselines3.ppo.ppo.PPO'>,False,False,ActionSpaceOption3Wrapper,ObservationOption4Wrapper,NPPAutomationWrapper,205.00491,225.76469721789175,250,src/main/rl/models/scenario2/training_04_06/scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_10,192.2788848876953,,212.8574253142222,,250,,False,False,937.4558,889.5615710249559,1000,202.19041,209.1206273127005,250,201.99237,233.6977884308118,250,205.06699,227.2372550306939,250,204.34418,222.9334371497717,250,205.79265,225.48847427086218,250,233.59102,225.05058661969937,250,209.82803,219.3631512310604,250,232.06685,221.9692789573492,250,225.63812,218.30846313158594,250,195.9967,180.5071857081707,250
40,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_None_RewardOption2Wrapper_PPO_training_04_06,src.main.rl.envs.scenario3:Scenario3,<class 'stable_baselines3.ppo.ppo.PPO'>,False,False,ActionSpaceOption3Wrapper,ObservationOption5Wrapper,,216.40714,236.22974138845004,250,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_1,,201.0199432373047,,238.49979326025536,,250,False,False,925.97095,956.0755313036649,1000,223.36081,235.40766175797887,250,207.24147,232.6342327805065,250,212.74278,235.1527839773202,250,206.1586,239.82729262772875,250,203.85147,240.56112244978732,250,212.45862,244.55262592501995,250,210.04706,238.1167580754324,250,206.93135,241.30355840541472,250,209.90494,243.81929093632337,250,218.91568,204.95514532232264,250
41,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_None_RewardOption2Wrapper_PPO_training_04_06,src.main.rl.envs.scenario3:Scenario3,<class 'stable_baselines3.ppo.ppo.PPO'>,False,False,ActionSpaceOption3Wrapper,ObservationOption5Wrapper,,213.54506,223.07283193061735,250,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_2,,214.5566864013672,,213.56745560660423,,250,False,False,890.6424,878.5156909393779,1000,213.65433,226.0381363005745,250,205.41,206.69628167398412,250,212.01994,214.72635333709766,250,213.62575,223.39813338725511,250,211.9129,221.6521988093861,250,220.60431,221.97801434077184,250,212.32368,218.83715801613337,250,221.01898,227.1904418137492,250,227.13516,225.83242881086014,250,229.61305,196.0068417530044,250
42,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_None_RewardOption2Wrapper_PPO_training_04_06,src.main.rl.envs.scenario3:Scenario3,<class 'stable_baselines3.ppo.ppo.PPO'>,False,False,ActionSpaceOption3Wrapper,ObservationOption5Wrapper,,223.24495,234.27636205156227,250,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_3,,225.84811401367188,,234.7493999053519,,250,False,False,952.36835,953.7115193143042,1000,219.97287,235.62743799543185,250,224.94844,223.06005332374,250,225.68942,233.4595349643957,250,224.82367,235.01979570576407,250,226.29333,232.9689251533058,250,236.69138,237.19413826984953,250,223.70003,232.03409466909903,250,232.16882,234.526811016445,250,238.70792,237.85578153297533,250,232.11969,198.42393717269562,250
43,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_None_RewardOption2Wrapper_PPO_training_04_06,src.main.rl.envs.scenario3:Scenario3,<class 'stable_baselines3.ppo.ppo.PPO'>,False,False,ActionSpaceOption3Wrapper,ObservationOption5Wrapper,,215.78029,201.50575414418213,250,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_4,,202.07798767089844,,213.8017039045429,,250,False,False,946.21826,782.0242321360251,1000,209.97,216.54578778119645,250,212.68015,190.99892889187822,250,211.76724,206.5133766405271,250,218.60245,199.0889604510666,250,217.60477,202.36322972517954,250,222.9458,205.9662074838855,250,213.5802,198.1133958005864,250,227.25853,202.8324873155598,250,238.98885,197.726776941891,250,117.45797,107.22975786407346,141
44,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_None_RewardOption2Wrapper_PPO_training_04_06,src.main.rl.envs.scenario3:Scenario3,<class 'stable_baselines3.ppo.ppo.PPO'>,False,False,ActionSpaceOption3Wrapper,ObservationOption5Wrapper,,218.48862,230.80205328424475,250,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_5,,189.30575561523438,,232.75010100793858,,250,False,False,954.3135,930.8678431963319,1000,213.25557,235.31503516939247,250,217.01482,216.11072251294877,250,218.1603,232.1840148624831,250,221.09012,230.76533829757142,250,223.98878,229.99062711512724,250,216.87001,244.086296725057,250,221.68944,226.49970799215149,250,201.13576,235.66486786910045,250,203.9967,234.2628969214054,250,233.90253,206.4808554436421,250
45,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_None_RewardOption2Wrapper_PPO_training_04_06,src.main.rl.envs.scenario3:Scenario3,<class 'stable_baselines3.ppo.ppo.PPO'>,False,False,ActionSpaceOption3Wrapper,ObservationOption5Wrapper,,211.71852,227.89993461780162,250,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_6,,213.83364868164062,,226.0322248617162,,250,False,False,886.3185,931.8305010456854,1000,218.70741,219.5446168394446,250,204.31454,235.70580982444324,250,210.96571,228.72507718114238,250,212.85976,229.2804190282112,250,213.83817,228.39120594675583,250,220.84856,234.62041522581265,250,212.8728,226.50942703550373,250,222.12285,232.88099338432949,250,223.74365,233.97452760262007,250,229.88431,213.13123527849868,250
46,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_None_RewardOption2Wrapper_PPO_training_04_06,src.main.rl.envs.scenario3:Scenario3,<class 'stable_baselines3.ppo.ppo.PPO'>,False,False,ActionSpaceOption3Wrapper,ObservationOption5Wrapper,,210.75575,219.47965415038786,250,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_7,,211.93287658691406,,224.10030840467132,,250,False,False,878.7186,882.7569406456267,1000,212.61429,212.37879971849074,250,201.58282,231.7068262564206,250,209.33714,219.62757990148498,250,209.28717,219.9021919833682,250,209.80574,220.21366134589442,250,220.77716,221.39208918176044,250,210.07426,218.73052645788425,250,219.87279,219.76848049472784,250,224.71503,217.3026490158832,250,221.47046,209.68074357922154,250
47,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_None_RewardOption2Wrapper_PPO_training_04_06,src.main.rl.envs.scenario3:Scenario3,<class 'stable_baselines3.ppo.ppo.PPO'>,False,False,ActionSpaceOption3Wrapper,ObservationOption5Wrapper,,208.29721,232.91872268680882,250,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_8,,210.24716186523438,,233.95737920652422,,250,False,False,884.2692,943.6976195223431,1000,210.8628,234.7438202548156,250,204.71436,226.5816698694725,250,207.03714,233.35145658660377,250,211.07288,232.84314399450741,250,210.33435,233.26587401844336,250,219.12857,237.22911749569647,250,208.03998,232.4004131750271,250,221.17134,235.23059737711253,250,222.76575,234.33992950093855,250,219.41989,200.88495653889242,250
48,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_None_RewardOption2Wrapper_PPO_training_04_06,src.main.rl.envs.scenario3:Scenario3,<class 'stable_baselines3.ppo.ppo.PPO'>,False,False,ActionSpaceOption3Wrapper,ObservationOption5Wrapper,,220.81451,231.07630614575382,250,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_9,,223.1738739013672,,228.2535592766791,,250,False,False,968.2598,929.2792919511145,1000,221.43959,236.93399788402587,250,220.3607,218.9755976476393,250,221.81596,232.6368434199318,250,223.85675,231.762456174544,250,221.61296,232.71221110179835,250,232.14384,233.8878627627808,250,219.83134,229.30838605463845,250,40.644287,43.69372574559489,47,44.747635,46.55555583912528,49,224.00412,203.14203379362579,250
49,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_None_RewardOption2Wrapper_PPO_training_04_06,src.main.rl.envs.scenario3:Scenario3,<class 'stable_baselines3.ppo.ppo.PPO'>,False,False,ActionSpaceOption3Wrapper,ObservationOption5Wrapper,,201.38002,227.10476371743718,250,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_10,,199.86349487304688,,224.52118832560345,,250,False,False,843.8932,923.0212125147235,1000,204.38704,221.13331955858098,250,200.23853,233.58882935940193,250,200.58145,228.48601474876438,250,202.58275,229.41040306921147,250,202.13713,226.67424369494302,250,215.33578,230.15021626859425,250,201.9813,224.680221576755,250,215.93004,228.4529078816457,250,211.51294,231.94718420928518,250,219.38158,209.37048669260574,250
50,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,src.main.rl.envs.scenario3:Scenario3,<class 'stable_baselines3.ppo.ppo.PPO'>,False,False,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,NPPAutomationWrapper,221.31627,216.2171056986335,250,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_1,1.1657142639160156,,3.8363351504193073,,5,,False,False,921.91254,893.3977791478526,1000,218.61757,202.11399960535348,250,217.01422,203.257007675347,250,220.35664,217.36681698820925,250,219.3524,208.85867775921312,250,0.8714286,3.127076433190401,4,229.78247,212.87156202567945,250,216.59409,208.36363373318184,250,162.8475,153.42605301970437,178,194.86053,182.06539018829415,216,229.06339,188.4669789990625,250
51,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,src.main.rl.envs.scenario3:Scenario3,<class 'stable_baselines3.ppo.ppo.PPO'>,False,False,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,NPPAutomationWrapper,222.68658,193.55057540666638,250,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_2,1.1642857789993286,,3.8305109979520306,,5,,False,False,918.5293,764.7518698547012,1000,221.46487,194.63762288600728,250,222.74397,195.48773315820173,250,222.84512,193.45620466484323,250,222.7864,195.36412412641977,250,224.10197,193.49489882524068,250,232.50468,193.04300530397046,250,221.02342,195.58736292102168,250,230.11948,186.96382518723243,250,225.85771,189.5642051796415,250,230.39194,162.63150897537693,250
52,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,src.main.rl.envs.scenario3:Scenario3,<class 'stable_baselines3.ppo.ppo.PPO'>,False,False,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,NPPAutomationWrapper,221.77266,208.28277950487592,250,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_3,1.1642857789993286,,3.8391492525970894,,5,,False,False,920.34735,914.2335012677966,1000,220.85449,203.5424796087947,250,219.77908,198.16600444134195,250,223.4525,211.30135320612013,250,221.18747,205.21525075538486,250,0.8671429,3.128897441180921,4,228.20494,201.4289791353582,250,217.79477,198.49752570067187,250,227.2319,205.29265426578363,250,221.2335,195.87549711815487,250,226.30357,169.95940742434198,250
53,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,src.main.rl.envs.scenario3:Scenario3,<class 'stable_baselines3.ppo.ppo.PPO'>,False,False,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,NPPAutomationWrapper,222.9992,201.51158486112456,250,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_4,1.1642857789993286,,3.829841445998305,,5,,False,False,929.4788,808.3011677222954,1000,220.80022,200.28683315469385,250,222.82423,201.1246987074456,250,223.04337,201.19769281721196,250,220.73737,198.95718563966668,250,224.22568,201.3300387745563,250,234.27142,201.70961796433122,250,221.79926,199.4302849600092,250,234.02016,198.82054927553702,250,229.5258,196.29392901889548,250,230.58012,170.93666644559073,250
54,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,src.main.rl.envs.scenario3:Scenario3,<class 'stable_baselines3.ppo.ppo.PPO'>,False,False,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,NPPAutomationWrapper,224.59735,205.78432474912645,250,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_5,1.1642857789993286,,3.8319068644898535,,5,,False,False,301.44492,281.63802542191945,335,211.77,202.83518060449416,241,187.58882,182.0644678654919,214,219.36398,210.16292434073722,250,146.61383,144.52697038733695,171,133.39084,134.54979443967412,156,190.36884,176.9242095319884,207,167.04259,162.78391983720263,193,110.15203,106.1638763069235,122,72.459816,74.13649870375619,82,111.48818,99.71920144244572,127
